주소,위도좌표,역등급,관련노선,열차정차횟수,역이름,소속지사,역연혁,경도좌표,역이름_중국어,취급업무,역이름_영어,역소개,입력일
충청북도 옥천군 옥천읍 옥천로 1624 ,36.297869,3,경부선,여객열차 16회,옥천역,대전충청본부, 날짜와 연혁내용을 보여주는 역 연혁표입니다.   날짜 내용     1905.01.01  보통역으로 영업개시   1950.06.30  6.25동란으로 역사 소실   1956.12.26  역사 복구 준공   1973.03.26  민수용 무연탄 도착취급역 지정   1992.06.10  소화물 취급 중지 (철도청고시1992-16호)   1994.03.01  무연탄 발송 중지   1996.01.10  컨테이너야드 조성   1999.12.23  현 역사 준공   2014.05.01  충북종단열차 운행 개시   ,127.565283,沃川,"여객취급,승차권발매,화물취급",Okcheon,"옥천역(Okcheon station, 沃川驛)은 충청북도 옥천군 옥천읍 금구리에 있는 경부선의 철도역이다. 편도 36회(상행 18회, 하행 18회)의 무궁화호가 정차한다. 2015년 8월 1일 경부고속선 대전도심구간이 이설되면서 KTX는 운행하지 않는다.",2021-09-29
충청북도 옥천군 이원면 이원역길 51,36.243676,3,경부선,여객열차 6회,이원역,대전충청본부," 날짜와 연혁내용을 보여주는 역 연혁표입니다.   날짜 내용     1905.01.01  보통역으로 영업개시   1910.05.01  역사 신축 준공   1950.06.30  6.25동란으로 역사 소실   1958.07.19  역사 신축 이전   1994.09.10  화물 취급 중지(철도청고시1994-48호)   2000.02.17  전산승차권 발매 단말기 설치   2001.10.30  역사 및 맞이방, 화장실 개축   2002.12.02  역 광장 아스콘 포장    2007.05.   역사 리모델링     2014.05.01   충북종단열차 운행 개시     2021.03.17   승차권 차내 취급 역으로 전환    ",127.617932,伊院,"여객취급,승차권발매",Iwon,"이원역(Iwon station, 伊院驛)은 충청북도 옥천군 이원면 강청리에 있는 철도역이다. 한국철도공사가 관할하는 경부선이 지난다. 이 역 주변에 순직 철도인 위령원이 있어 추모를 위한 임시 열차가 간혹 운행하기도 한다. ",2021-09-29
충청북도 옥천군 이원면 지탄1길 28,36.2418013,0,경부선,여객열차 2회,지탄역,대전충청본부," 날짜와 연혁내용을 보여주는 역 연혁표입니다.   날짜 내용     1960.05.16  무배치간이역으로 개역(교통부고시598호(1960.05.14))   1965.12.01  배치간이역으로 승격(철도청고시184호(1965.11.25))   1972.07.20  무배치간이역으로 격하, 을종승차권대매소로 지정(철도청고시40호(1972.07.11))   1992.11.01  을종승차권대매소 폐지   2007.06.01  여객 취급 중지   2009.05.01  여객 취급 재개    2012.08.05   일본 와카사 철도(ja) 하야부사 역(ja)과 자매결연을 체결     2014.05.01   충북종단열차 운행 개시    ",127.6764129,池灘,여객취급,Jitan,"지탄역(Jitan station, 池灘驛)은 충청북도 옥천군 이원면 지탄리에 위치한 경부선의 철도역이다. 여객 수요가 감소하면서 2007년 6월에 여객 취급이 중지되었지만, 주변의 지탄리 주민과 영동군 심천면 주민들이 불편을 호소하여 민원이 증가하였다. 옥천군에서 한국철도공사와 협의하여 여객열차 정차에 필요한 가드레일 등 안전 시설과 무선방송 설비, 역 운영에 필요한 전기료 등 비용 일체를 옥천군이 부담하기로 합의하였고, 무인 간이역으로 운영하기로 하여 여객 취급을 재개하였다. 2020년 7월 기준 무궁화호가 상·하행 1회씩 정차하고 있다. 지탄역 승강장에서 경부고속선이 나란히 달린다. ",2021-09-29
충청북도 영동군 심천면 심천로5길 5,36.237936,3,경부선,여객열차 7회,심천역,대전충청본부, 날짜와 연혁내용을 보여주는 역 연혁표입니다.   날짜 내용     1905.01.01  보통역으로 영업개시   1920.07.01  역사 신축 준공   1934.09.31  경부선 복선공사로 역사 신축이전   1950.06.30  6.25동란으로 화물 상옥 전파   1977.07.01  화물 상옥 신축 준공   1988.01.01  소화물 취급 중지   2006.12.04  심천역사 등록문화재 297호로 지정    2014.05.01   충북종단열차 운행 개시     2019.05.15   화물취급 중지(국토교통부고시 제2019-223호)    ,127.719524,深川,"여객취급,승차권발매,화물취급",Simcheon,"심천역(Simcheon station, 深川驛)은 충청북도 영동군 심천면 심천리에 있는 경부선의 철도역이다. 1934년 9월 31일에 경부선 복선화 공사에 의해 현재의 역사가 신축되었으며, 원형이 잘 보존되어 있어 건축적, 철도사적 가치가 큰 것으로 평가되어 2006년 12월 4일에 등록문화재로 지정되었다. ",2021-09-29
충청북도 영동군 영동읍 계산로 87,36.174281,2,경부선,여객열차  59회,영동역,대전충청본부," 날짜와 연혁내용을 보여주는 역 연혁표입니다.   날짜 내용      1905.01.01   보통역으로 영업개시     1950.06.30   6.25동란으로 역사 소실     1951.08.15   임시역사 신축 준공     1956.12.28   역사 복구 준공     1974.01.01   사무관역(5급)으로 승격     1976.01.01   민수용무연탄 도착취급역 지정 (철도청고시 제1975-43호)     1996.06.01   현 역사 준공, 새마을호 정차     1997.10.01   소화물 취급 중지 (철도청고시1997-51호)     1999.06.04   역사 신축 완공     2014.05.01   충북종단열차 운행 개시     2014.05.12   ITX-새마을 운행 개시    ",127.782071,永 洞 驛,"여객취급,승차권발매,화물취급",Yeongdong Station,"영동역(Yeongdong station, 永同驛)은 충청북도 영동군 영동읍 계산리에 있는 경부선의 철도역이며 영동군의 중심역이다. 1905년 1월 1일 보통역으로 영업을 시작하였다. 1950년 한국전쟁으로 소실된 역을1956년 복구하였고 1996년 6월 현 역사를 준공하였다. 통영대전고속도로가 개통되기 전에는 전라북도 무주군민들 또한 버스편을 통해 영동역을 많이 이용했다. 1일 8회의 ITX-새마을 열차와, 모든 무궁화호 열차가 정차한다. 역에서 한국철도 100주년 기념 스탬프를 날인해 갈 수 있다.",2021-09-29
충청북도 음성군 음성읍 한불로 60 ,36.926125,3,충북선,여객열차 18회,음성역,대전충청본부," 날짜와 연혁내용을 보여주는 역 연혁표입니다.   날짜 내용      1928.12.25   보통역으로 영업개시 (소재지:음성읍 오성동)     1969.10.23   역사 개량 착공     1969.12.30   역사 개량 준공     1979.05.20   충북선 복선화로 역사 이전 착공     1980.03.12   역사 이전 준공     1984.03.01   보천역을 당역에서 관리     1991.01.01   소화물 취급 중지 (철도청고시1990-28호)     1998.10.22   역사 앞 홈광장 아스팔트 포장공사     1999.10.22   맞이방 음성군 안내도 설치     2010.03.31   충북선 누리로 개통으로 운행 개시     2012.09.17   누리로 운행 종료     2014.05.01   충북종단열차 개통으로 운행 개시     2015.12.31   충북선 누리로 재운행     2016.12.09   누리로 운행 종료     2018.07.01   충북선 1281,1282열차 누리로 운행 개시    ",127.704487,陰 城 驛,"여객취급,승차권발매,화물취급",Eumseong Station,"음성역(Eumseong station, 陰城驛)은 충청북도 음성군 음성읍에 있는 충북선의 철도역이다. 1928년 12월 25일 보통역으로 영업을 시작하였다. 상고시대에는 진한의 땅이였으며 삼국시대에는 '잉홀'이라 불려왔으나 신라통일과 함께 '음성'이라 부르게 되었다. 음성의 옛지명인 '잉홀'은 이두식 표기의 지명으로 현대어로는 '물골'을 뜻하며 즉 물이 떨어지지 않아 사계절 가뭄이 없는 살기 좋은 고을로 기록된다. 지역명을 따라 역명이 붙여졌다. 음성읍의 중심지에서 약 2km 떨어져 있어 상대적으로 여객취급보다는 화물취급이 주로 이루어진다. ",2021-09-29
충청북도 영동군 황간면 하옥포2길 14,36.224254,3,경부선,여객열차 15회,황간역,대전충청본부, 날짜와 연혁내용을 보여주는 역 연혁표입니다.   날짜 내용     1905.01.01  보통역으로 영업개시   1926.04.20  역사 확장 개량   1950.06.30  6.25동란으로 역사 소실   1956.12.30  역사 복구 준공   1988.01.23  역사 신축 준공   1991.09.01  소화물 취급 중지(철도청고시1991-17호)   2005.09.30  화물 취급 중지    2014.05.01   충북종단열차 운행 개시    ,127.912099,黃澗,"여객취급,승차권발매",Hwanggan,"황간역(Hwanggan station, 黃澗驛)은 충청북도 영동군 황간면 마산리에 있는 경부선의 철도역이다. 현재 영업중인 역 중에서 경부선의 정중앙점과 가장 가까운 역이다. 1일 편도 15편(하행 8편, 상행 7편)의 무궁화호가 정차한다. ",2021-09-29
충청북도 충주시 주덕읍 신양로 138,36.972924,3,충북선,여객열차 18회,주덕역,대전충청본부," 날짜와 연혁내용을 보여주는 역 연혁표입니다.   날짜 내용     1928.12.25  대소원역(등급:보통역)으로 영업개시   1947.05.01  주덕역으로 역명 개칭   1979.12.31  충북선 복선화로 역사 신축 착공   1980.10.12  역사 신축 준공   1991.01.01  소화물 취급 중지(철도청고시1990-28호)   2006.11.15  화물 취급 중지(건설교통부고시2006-400호)   2007.12.31  상.하홈 지붕공사 완료   2010.03.31  충북선 누리로 개통으로 운행 개시   2012.09.17  누리로 운행 종료   2014.05.01  충북종단열차 개통으로 운행 개시   2015.12.31  충북선 누리로 재운행   2016.12.09 누리로 운행 종료   2018.07.01  충북선 1281,1282열차 누리로 운행 개시    ",127.802446,周德,"여객취급,승차권발매",Judeok,"주덕역(Judeok station, 周德驛)은 충청북도 충주시 주덕읍에 있는 충북선의 역이다.  여객의 경우 주로 대전방면으로 가는 지역주민들이 일일 약 50여명정도 이용하고 있으며 운전취급을 하고 있다. 과거에는 주덕역 인근에 위치한 일신산업에 전용선이 부설되어 쇄석 수송 등을 한 바 있다.",2021-09-29
충청북도 영동군 추풍령면 추풍령로 444,36.2132,3,경부선,여객열차 14회,추풍령역,대전충청본부, 날짜와 연혁내용을 보여주는 역 연혁표입니다.   날짜 내용     1905.01.01  보통역으로 영업개시   1941.10.25  역사 신축 준공   1968.07.10  자갈선 부설   1973.03.26  민수용 무연탄 도착 취급역 지정   1992.06.10  소화물 취급 중지(철도청고시1992-16호)   2003.01.28  추풍령역 취수탑 등록문화재로 등록   2003.02.24  구역사 철거   2003.07.25  현 역사 신축 준공   2008.11.01  화물취급 중지(국토해양부고시2008-561호)    2014.05.01   충북종단열차 운행 개시    ,127.995682,秋風嶺,"여객취급,승차권발매",Chupungnyeong,"추풍령역(Chupungnyeong station, 秋風嶺驛)은 충청북도 영동군 추풍령면 추풍령리에 위치한 경부선의 역이다. 이 역은 경부선 역 중 가장 높은 위치에 있다. 2003년 1월 28일 등록문화재 제47호로 지정된 추풍령역 급수탑이 역 구내에 있다. 하루 1일 편도 13편(하행 7편, 상행 6편)의 무궁화호가 정차한다. ",2021-09-29
경상남도 김해시 진례면 테크노밸리길 94,35.2666868,3,경전선,여객열차 6회,진례역,부산경남본부, 날짜와 연혁내용을 보여주는 역 연혁표입니다.   날짜 내용      2010.11.30   부산신항선 개통과 함께 영업 개시    2010.12.15  경전선 복선전철화 삼랑진-마산 구간 개통과 함께 여객 취급 개시(국토해양부고시 제2010-918호(2010.12.13))    ,128.7629265,進禮,"여객취급,승차권발매",Jillye,"진례역(Jillye station, 進禮驛)은 경상남도 김해시 진례면 담안리에 위치한 철도역이다. 2010년 12월 15일 경전선 복선 전철화 개통과 함께 여객 업무를 시작하였으며, 부산신항선이 분기한다. 당초 KTX 정차를 위하여 역사(驛舍)를 50억원을 들여 세웠지만 가까운 진영역에 KTX가 정차하게 되면서, 이 역에는 무궁화호 열차만 하루에 6회 정차하고 있다. 게다가 하루에 이용하는 승객이 10명 수준이라서 예산 낭비 사례로 불리고 있다. 그러나 차후 이 역 부근에 경상남도 테크노밸리가 건설될 예정으로 있어서 장기적으로는 여객 수송과 화물 수송에 기여할 것으로 예상된다.이 역에서 창원중앙역까지 구간 중 터널이 있다. ",2021-09-29
경기도 남양주시 와부읍 덕소로 56,37.587005,3,중앙선,"여객열차 22회, 전동열차 정차",덕소역,수도권광역본부, 날짜와 연혁내용을 보여주는 역 연혁표입니다.   날짜 내용     1939.04.01  역원배치간이역으로 영업개시   1940.06.01  배치간이역으로 승격   1949.04.01  보통역으로 승격   1950.06.30  6.25동란으로 역사 소실   1952.04.20  역사 복구 준공   1958.04.23  역사 신축 착공   1958.06.21  역사 신축 준공   1988.01.01  수소화물 취급 중지   2005.12.16  수도권전철 운행개시(청량리~덕소 간)   2007.12.27  수도권전철 중앙선 팔당역까지 연장 개통    2020.03.02   누리로 운행 개시    ,127.208644,德沼,"여객취급,승차권발매,화물취급",Deokso,"덕소역(Deokso station, 德沼驛)은 경기도 남양주시 와부읍 덕소리에 있는 중앙선의 철도역이다. 일부 무궁화호 열차와 모든 수도권 전철 경의·중앙선 열차가 이 역에 정차한다. 경의·중앙선의 경우 이 역을 기·종점으로 삼는 열차가 있다. 수도권 전철 경의·중앙선은 심야에 2편성이 주박한다. ",2021-09-29
충청북도 충주시 충원대로 539,36.975797,3,충북선,여객열차 18회,충주역,대전충청본부, 날짜와 연혁내용을 보여주는 역 연혁표입니다.   날짜 내용      1928.12.25   보통역으로 영업개시     1951.--.--   6.25 동란으로 역사 소실     1957.--.--   충주역 역사(현 충주시내버스 차고지) 및 증기기관차 급수탑 준공     1966.09.24   역사 신축 착공     1967.01.01   역사 신축 준공     1971.09.10   민수용 무연탄도착취급역 지정 (철도청고시 제1971-37호)     1979.06.21   충북선 복선화로 신축 이전 착공     1980.03.12   역사 신축 준공(현위치)     2005.03.30   충북선 전철화 개통     2007.01.15   컨테이너 영업개시     2010.03.31   충북선 누리로 개통으로 운행 개시     2012.09.17   누리로 운행 종료     2014.05.01   충북종단열차 개통으로 운행 개시     2014.05.01 ~ 08.17   중부내륙순환열차 수원 ↔ 제천 임시 정차     2015.06.02   중부내륙순환열차 운행 계통 변경으로 공식 정차 개시     2015.12.31   충북선 누리로 재개     2016.12.09   누리로 운행 종료     2018.07.01   충북선 누리로 운행 재개     2020.02.03   중부내륙순환열차 운행 중지     2020.03.02   충북선 누리로 운행 중지 및 무궁화호 대체 운행    ,127.90958,忠 州 驛,"여객취급,승차권발매,화물취급",Chungju Station,"충주역(Chungju station, 忠州驛)은 충청북도 충주시 봉방동에 있는 충북선의 역이다. 본래는 충주시 도심에 1928년 12월 25일 보통역으로 영업을 개시하였으나, 충북선 복선화와 함께 시 외곽으로 이설됨에 따라 1980년 3월 12일부터 현재의 위치로 이전하여 오늘날에 이른다. 구 역사는 삼화버스공사, 충주교통 차고지로 사용되고 있으며, 당시 충주역의 급수탑이 지금도 남아있다. 차후 중부내륙선 철도가 이 곳을 경유할 예정이다. ",2021-09-29
경상북도 김천시 김천로 111 ,36.123719,1,"경부선,경북선",여객열차 98회,김천역,대구경북본부, 날짜와 연혁내용을 보여주는 역 연혁표입니다.   날짜 내용      1905.01.01   보통역으로 영업개시     1958.12.30   역사 신축 준공     1960.11.20   역사 증착 확장 준공     1971.09.10   민수용 무연탄 도착 취급 지정 (철도청고시 제1971-37호)     1982.11.20   현대식 난방보일러 설치     1984.12.30   역사 단층 철거. 2층 증축     1990.02.01   직지사역.신암역 관리역 편입     1990.03.13   역구내 구름다리 신축(1.2.3번홈 연결)     2006.05.01   소화물 취급 중지     2006.07.01   지역관리역제 폐지로 보통역으로 조정     2007.06.01   KTX 정차개시(1일2왕복)     2008.01.01   KTX증설 운행 (하루 상하행 각 4회)     2010.11.01   김천(구미)역 개통과 함께 KTX 운행 폐지     2014.05.01   충북종단열차 운행 개시     2014.05.12   ITX-새마을 운행 개시     2017.12.18   화물 취급 중지     2019.01.01   시간표 개정으로 경북선 무궁화호 증설(국토교통부고시 제2017-839호)     2021.05.01~07.31   경북선 영주 ~ 김천 전 구간 토사붕괴 위험으로 열차운행 일시중지 및 대체 버스 투입    ,128.114323,金 泉 驛,"여객취급,승차권발매,화물취급",Gimcheon Station,"김천역(Gimcheon station, 金泉驛)은 경상북도 김천시 평화동에 있는 경부선과 경북선의 철도역이다. 경북선의 기점이며, 모든 ITX-새마을과 무궁화호가 정차한다. 이 역은 육교와 지하도를 갖추었으며, 육교 이용률이 높은 편이다. 역 구내에 김천기관차승무사업소(김기승소)가 있다. 경북선은 2019년부터 영주역 ~ 부산역 간 무궁화호가 김천역으로 단축되며, 이에 따라 부산역으로 가는 경북선 무궁화호는 주말열차인 동해 - 부산 무궁화호만 남아 있던 상태였으나 2021년 1월 5일 시간표 개정과 함께 폐지되어 현재 경북선에서 부산으로 바로 가는 열차는 존재하지 않는다. ",2021-09-29
경상북도 상주시 공성면 산현1길 28,36.283291,3,경북선,여객열차 8회,옥산역,대구경북본부," 날짜와 연혁내용을 보여주는 역 연혁표입니다.   날짜 내용     1924.10.01  보통역으로 영업개시   1930.03.01  국철로 편입   1982.05.10  부산행 통일호열차 정차   1988.12.08  현 역사 준공   1992.06.10  소화물 취급 중지(철도청고시1992-16호)   1997.06.01  두원역 관리역으로 지정   1998.02.03  통일호 열차 무궁화호로 승격 운행   2002.08.11  숙직실, 화장실, 창고 개보수(장애인 화장실 신축)   2009.10.31  화물 취급 중지(국토해양부고시2009-1006호)    2017.12.18   화물 취급 중지(국토교통부고시 제2017-839호)     2019.01.01   경북선 열차편 개편에 따라 하루 왕복5회 정차로 증설     2021.1.01   철도승차권 단말기 철거 및 무배치간이역으로 격하    ",128.095064,玉山,"여객취급,승차권발매",Oksan,"옥산역(Oksan station, 玉山驛)은 경상북도 상주시 공성면 산현리에 있는 경북선의 역이며, 역명과는 달리 옥산리에 있지는 않다. 옥산(玉山)은 주산(珠山)이라고도 하고 구룡승주형(九龍承珠形)이라는 풍수설에 의하여 붙여진 동명이라 하며, 주위의 신암, 용문, 서산 등의 산 줄기가 마치 구룡(九龍)이 마을을 굽어보며 승주(承珠)하는 형상을 하고 있는데서 연유되었다고 한다. 옥산역(玉山驛)은 인접 옥산리(玉山里)의 이름을 따서 옥산역(玉山驛)이라 칭해졌다. 1924년 경북선이 개통되었을 때부터 영업을 시작하였으며, 현재 역사는 1988년에 신축되었다. 2006년 6월 김천역의 다음 역인 두원역이 폐역되어 경북선의 첫 번째 정차역이 되었다. ",2021-09-29
경상북도 상주시 청리면 청리중앙로 135-5,36.338832,3,경북선,여객열차 6회,청리역,대구경북본부, 날짜와 연혁내용을 보여주는 역 연혁표입니다.   날짜 내용     1924.10.01  보통역으로 영업개시   1978.06.16  역사 신축 착공   1978.10.06  역사 신축 준공   1991.09.01  소화물 취급 중지(철도청고시1991-17호)   1994.01.11  화물 취급 중지(철도청고시1994-1호)    2013.11.01   간이역 격하     2016.06.05   무인화     2019.01.01   경북선 열차편 개편에 따라 무궁화호 일 왕복5회 정차로 증설 운행    ,128.128361,靑里,"여객취급,승차권발매,화물취급",Cheongni,"청리역(Cheongni station, 靑里驛)은 경상북도 상주시 청리면 원장리에 위치한 경북선의 철도역이다.",2021-09-29
경상북도 상주시 남문1길 24,36.410428,3,경북선,여객열차 8회,상주역,대구경북본부, 날짜와 연혁내용을 보여주는 역 연혁표입니다.   날짜 내용      1924.10.01   보통역으로 영업개시     1957.07.03   역사 소실로 목조 임시역사 신축     1970.06.12   상주문화원 주관으로 역사건립위원회 구성     1971.03.19   현 역사 신축 착공     1971.10.01   현 역사 신축 준공     1973.03.26   민수용 무연탄 도착취급 지정 (철도청고시 제1973-17호)     1973.04.07   사무관(5급)역으로 승격     1994.07.11   주사(6급)역으로 격하     1995.12.28   전기연동장치로 개량     2006.05.01   소화물 취급 중지     2006.11.15   화물 취급 중지 (건설교통부고시2006-400호)     2019.01.01   경북선 열차편 개편에 따라 하루 왕복5회 정차    ,128.163667,尙 州 驛,"여객취급,승차권발매",Sangju Station,"상주역(Sangju station, 尙州驛)은 경북선에 있는 기차역으로 청리역과 백원역 사이에 있다.1924년 10월 1일 보통역으로 영업을 시작하였다. ",2021-09-29
충청북도 충주시 산척면 삼여울길 108,37.071098,3,충북선,여객열차 6회,삼탄역,대전충청본부, 날짜와 연혁내용을 보여주는 역 연혁표입니다.   날짜 내용      1958.05.15   충주~봉양간 개통     1959.01.01   역간 배치 간이역으로 영업개시 (교통부고시541호)     1967.07.01   보통역으로 승격 (철도청고시341호)     1976.04.16   수소화물 취급 중지     1979.12.31   충북선 복선화로 역사 신축착공     1980.10.12   역사 신축 준공     2004.09.01   화물 취급 중지 (철도청고시2004-34호)    2016.01.01 충북선 누리로 개통으로 운행 개시   2016.12.09 누리로 운행 중단 및 무궁화호로 대체   2020.08.02 역 구내 침수와 토사 유출로 충주역 ~ 제천역 운행 중단   2020.09.08 충주역 ~ 제천역 운행 재개   ,128.029394,三 灘 驛,"여객취급,승차권발매",Samtan Station,"삼탄역(Samtan station, 三灘驛)은 대한민국 충청북도 충주시 산척면에 있는 충북선의 역이다. 1959년 2월 15일 배치간이역(역무원이 있는 간이역)으로 영업을 시작하였다.삼탄이라는 이름은 강이 만들어낸 광천소여울, 소나무여울, 따개비여울의 세 여울에서 유래되었고, 역 인근에 영화 《박하사탕》 촬영지가 있다.  1967년 보통역으로 승격하였다. ",2021-09-29
경상북도 구미시 구미중앙로 76,36.129274,2,경부선,여객열차 98회,구미역,대구경북본부, 날짜와 연혁내용을 보여주는 역 연혁표입니다.   날짜 내용      1916.11.01   보통역으로 영업개시(조선총독부관보 고시 1916-253호)     1966.10.12   역사 신축 착공     1966.12.30   역사 신축 준공     1973.01.01   사무관(5급)역으로 승격     1973.03.26   민수용 무연탄 도착취급역 지정(철도청고시 1973-17호)     1981.07.01   현 역사 준공     1982.09.25   구내 지하도 신축     1999.12.06   신역사 신축 착공     2006.05.01   소화물 취급 중지     2006.09.26   선상종합역사 역무시설 개통(구미민자역사 준공)     2007.06.01   KTX 정차 개시(1일 2왕복)     2007.11.01   화물 취급 중지 (건설교통부고시2007-392호)     2008.01.01   KTX 증설 운행(하루 상.하행 각 4회)     2010.11.01   김천(구미)역 개통으로 KTX 폐지     2014.05.01   충북종단열차 운행 개시     2014.05.12   ITX-새마을 운행 개시     2023.   대구권광역철도개통과 함께 광역전철 정차개시예정    ,128.330932,龜 尾 驛,"여객취급,승차권발매",Gumi Station,"구미역(Gumi station, 龜尾驛)은 경상북도 구미시 원평동에 있는 경부선의 기차역이다. 1916년에 영업을 시작하였으며, 개축 및 증축을 거듭해 오다가 2006년에 선상 종합역사로 이전하였다. 임시 사용 승인만 받아온 채로 운영해 오다가 구미시에 의해 2010년부터 불법 건축물로 지정되었다. 하지만 상대적으로 김천시 남면 옥산리에 있는 KTX 김천(구미)역보다 이용객이 많다. 한편 지금의 역사 착공 이전에는 단층 역사 1동과 승강장 및 이동 지하도를 갖추고 있었다. ",2021-09-29
경상북도 칠곡군 약목면 칠곡대로 635 ,36.0371781,3,경부선,여객열차 14회,약목역,대구경북본부, 날짜와 연혁내용을 보여주는 역 연혁표입니다.   날짜 내용     1918.07.25  보통역으로 영업개시   1941.11.09  역사 신축 준공   1977.05.16  수소화물 취급 중지   1988.01.01  소화물 취급 중지   1994.03.31  통일호열차 2왕복 정차   1995.02.08  구내 확장 2번선 신설   1995.02.08  컨테이너하치장(CY) 영업개시   1995.02.12  전산승차권 발매 개시   1996.09.30  역광장 아스팔트 포장   1997.01.20  역사 남측 컨테이너하치장 추가 확장   2000.03.30  대전지역사무소 관내 철도도상자갈 출하역으로 지정   2000.12.30  현 역사 신축 준공   2005.02.01  약목보수기지 컨테이너야드 영업개시(구미 CY로 명명)   ,128.3640792,若木,"여객취급,승차권발매,화물취급",Yangmok,"약목역(Yangmok station, 若木驛)은 경상북도 칠곡군 약목면 복성리에 위치한 경부선의 철도역이다.1918년 7월 28일 보통역으로 영업을 개시하였으며 약목역은 신라시대에 목성현이었고 현 약목이 목성현 내에 있었으나 금오산과 비룡봉에 나무가 무성함에 이조 시대이후 약목(若木)이라 개칭되었고 금오산 남쪽 기슭에 굴암사가 있다. 약목은 왜관과 구미를 잇는 주요 교통의 요충지였기 때문에 일제강점기에 역이 들어섰고(1918년에) 한국전쟁 당시에는 다부동 전투라는 한국전쟁 초기 남한&UN군 그리고 인민군과 사활을 건 사투가 벌어졌던 곳이다. 현재는 구미, 왜관 공단의 컨테이너 물류 수송이 주 업무이다. ",2021-09-29
경상북도 칠곡군 왜관읍 중앙로8길 10,35.99303,2,경부선,여객열차 59회,왜관역,대구경북본부," 날짜와 연혁내용을 보여주는 역 연혁표입니다.   날짜 내용      1905.01.01   보통역으로 영업개시     1962.09.15   주한미군기지창 전용선 신설     1972.05.01   사무관(5급)역으로 승격     1986.12.17   역사 신축 준공     1988.09.12   역구내 횡단 육교 준공     1998.03.01   소화물 취급 중지 (철도청고시1998-5호)     1991.11.19   승강장 확장     2010.11.01   새마을호 무정차 통과     2013.07.01   대합실 리모델링 공사 시작     2013.09.01   대합실 리모델링 공사 완료     2014.05.01   충북종단열차 운행 개시     2015.08.01   ITX-새마을 하루 4회(상행, 하행 각 2회) 정차 개시     2017.12.18    화물 취급 중지(국토교통부고시 제2017-839호)    ",128.400079,倭 館 驛,"여객취급,승차권발매,화물취급",Waegwan Station,"왜관역(Waegwan station, 倭館驛)은 경상북도 칠곡군 왜관읍 왜관리에 있는 경부선의 철도역이다. 1905년에 낙동강 동변 왜관의 설치와 더불어 건설되어 영업을 시작하였다. 모든 정규 무궁화호 열차가 정차하며, 주변에 낙동강과 다부동전적기념관이 있다. 2013년 8월 말에 대구역에서 일어난 3중 추돌사고로 모든 서울발 새마을호, 무궁화호가 이 역에 임시종착한 적이 있었다. 2006년 7월 한국철도공사 지사제 발족 당시 그룹대표역으로 지정되었으나, 업무 효율과 핵심 사업 실행, 현장중심의 경영체제 확립을 위한 조직 개편으로 2009년 9월 각 지사가 지역 본부로 축소되면서, 그룹대표역에서 보통역으로 격하되었다. 2015년 8월 1일부터 서울~진주, 서울~부산을 왕복 운행하는 ITX-새마을이 하루 4차례 정차한다. ",2021-09-29
경상북도 칠곡군 지천면 신동로7길 37,35.955297,3,경부선,여객열차 7회,신동역,대구경북본부, 날짜와 연혁내용을 보여주는 역 연혁표입니다.   날짜 내용     1918.10.25  보통역으로 영업개시   1941.07.08  역사 개축 준공   1977.05.16  소화물 취급 중지   1989.07.13  현대시멘트 전용선 부설   1990.02.01  지천역을 당역 관리역으로 지정   2004.07.17  현 역사 신축 준공   2004.07.--  KTX 및 기존선이 연결되는 대구북부연결선 취급   2010.01.02  신동화물선 개통    2014.05.01   충북종단열차 운행 개시     2018.02.08   신동 ~ 서울 왕복 무궁화 열차 정차    ,128.486559,新洞,"여객취급,승차권발매,화물취급",Sindong,"신동역(Sindong station, 新洞驛)은 경상북도 칠곡군 지천면 신동에 위치한 경부선의 철도역이다. 여객열차가 정차하는 대신 경부고속선이 분기하다가, 경부고속선 대구도심구간이 이설되면서 경부고속선이 분기하지 않게 되었다. 하행 3회, 상행 2회, 총 5회의 경부선 무궁화호와 상행 1회의 충북선 무궁화호가 정차한다. 이 역에서 신동화물선과 대구북연결선이 분기한다.",2021-09-29
경상남도 창원시 의창구 상남로 381,35.2422624,3,"경전선(고속),경전선",여객열차 56회,창원중앙역,부산경남본부, 날짜와 연혁내용을 보여주는 역 연혁표입니다.   날짜 내용     2010.12.15 보통역으로 영업개시 경전선 복선전철화 삼랑진-마산 구간 개통(국토해양부고시 제2010-918호(2010.12.13))    2011.03.01   창원대학교 부역명 표기     2013.09.27   남도해양열차 정차 개시     2014.06.01   ITX-새마을 운행 개시    ,128.7014842,昌原中央,"여객취급,승차권발매",Changwonjungang,"창원중앙역(Changwon Jungang station, 昌原中央驛)은 대한민국 경상남도 창원시 의창구 용동 산 32-9번지에 위치한 경전선의 철도역이다. 이 역은 창원대학교와 매우 인접해 있어서 부역명으로 창원대(昌原大)가 지정되어 있다. 역 인근에 창원대학교, 경상남도청이 있다. 2010년 12월 15일 경전선 삼랑진 - 마산 간 복선전철 개통과 함께 영업을 개시하였고, KTX, ITX-새마을, 무궁화호, 남도해양열차가 정차한다. 장기적으로는 도심 중심지로 운행하는 부전-마산간 복선전철의 합류 지점으로 주요 교통의 요충지, 분기역 역할 기능을 수행할 예정이다.",2021-09-29
